,Country,Climate,HouseType,RennovationDegree,Number
0,AT,N,AB,001,AT.N.AB.01.Gen.ReEx.001.001
1,AT,N,AB,002,AT.N.AB.01.Gen.ReEx.001.002
2,AT,N,AB,003,AT.N.AB.01.Gen.ReEx.001.003
3,AT,N,AB,001,AT.N.AB.02.Gen.ReEx.001.001
4,AT,N,AB,002,AT.N.AB.02.Gen.ReEx.001.002
5,AT,N,AB,003,AT.N.AB.02.Gen.ReEx.001.003
6,AT,N,AB,001,AT.N.AB.03.Gen.ReEx.001.001
7,AT,N,AB,002,AT.N.AB.03.Gen.ReEx.001.002
8,AT,N,AB,003,AT.N.AB.03.Gen.ReEx.001.003
9,AT,N,AB,001,AT.N.AB.04.Gen.ReEx.001.001
10,AT,N,AB,002,AT.N.AB.04.Gen.ReEx.001.002
11,AT,N,AB,003,AT.N.AB.04.Gen.ReEx.001.003
12,AT,N,AB,001,AT.N.AB.05.Gen.ReEx.001.001
13,AT,N,AB,002,AT.N.AB.05.Gen.ReEx.001.002
14,AT,N,AB,003,AT.N.AB.05.Gen.ReEx.001.003
15,AT,N,AB,001,AT.N.AB.06.Gen.ReEx.001.001
16,AT,N,AB,002,AT.N.AB.06.Gen.ReEx.001.002
17,AT,N,AB,003,AT.N.AB.06.Gen.ReEx.001.003
18,AT,N,AB,001,AT.N.AB.07.Gen.ReEx.001.001
19,AT,N,AB,002,AT.N.AB.07.Gen.ReEx.001.002
20,AT,N,AB,003,AT.N.AB.07.Gen.ReEx.001.003
21,AT,N,AB,001,AT.N.AB.08.Gen.ReEx.001.001
22,AT,N,AB,002,AT.N.AB.08.Gen.ReEx.001.002
23,AT,N,AB,003,AT.N.AB.08.Gen.ReEx.001.003
24,AT,N,MFH,001,AT.N.MFH.01.Gen.ReEx.001.001
25,AT,N,MFH,002,AT.N.MFH.01.Gen.ReEx.001.002
26,AT,N,MFH,003,AT.N.MFH.01.Gen.ReEx.001.003
27,AT,N,MFH,001,AT.N.MFH.02.Gen.ReEx.001.001
28,AT,N,MFH,002,AT.N.MFH.02.Gen.ReEx.001.002
29,AT,N,MFH,003,AT.N.MFH.02.Gen.ReEx.001.003
30,AT,N,MFH,001,AT.N.MFH.03.Gen.ReEx.001.001
31,AT,N,MFH,002,AT.N.MFH.03.Gen.ReEx.001.002
32,AT,N,MFH,003,AT.N.MFH.03.Gen.ReEx.001.003
33,AT,N,MFH,001,AT.N.MFH.04.Gen.ReEx.001.001
34,AT,N,MFH,002,AT.N.MFH.04.Gen.ReEx.001.002
35,AT,N,MFH,003,AT.N.MFH.04.Gen.ReEx.001.003
36,AT,N,MFH,001,AT.N.MFH.05.Gen.ReEx.001.001
37,AT,N,MFH,002,AT.N.MFH.05.Gen.ReEx.001.002
38,AT,N,MFH,003,AT.N.MFH.05.Gen.ReEx.001.003
39,AT,N,MFH,001,AT.N.MFH.06.Gen.ReEx.001.001
40,AT,N,MFH,002,AT.N.MFH.06.Gen.ReEx.001.002
41,AT,N,MFH,003,AT.N.MFH.06.Gen.ReEx.001.003
42,AT,N,MFH,001,AT.N.MFH.07.Gen.ReEx.001.001
43,AT,N,MFH,002,AT.N.MFH.07.Gen.ReEx.001.002
44,AT,N,MFH,003,AT.N.MFH.07.Gen.ReEx.001.003
45,AT,N,MFH,001,AT.N.MFH.08.Gen.ReEx.001.001
46,AT,N,MFH,002,AT.N.MFH.08.Gen.ReEx.001.002
47,AT,N,MFH,003,AT.N.MFH.08.Gen.ReEx.001.003
48,AT,N,SFH,001,AT.N.SFH.01.Gen.ReEx.001.001
49,AT,N,SFH,002,AT.N.SFH.01.Gen.ReEx.001.002
50,AT,N,SFH,003,AT.N.SFH.01.Gen.ReEx.001.003
51,AT,N,SFH,001,AT.N.SFH.02.Gen.ReEx.001.001
52,AT,N,SFH,002,AT.N.SFH.02.Gen.ReEx.001.002
53,AT,N,SFH,003,AT.N.SFH.02.Gen.ReEx.001.003
54,AT,N,SFH,001,AT.N.SFH.03.Gen.ReEx.001.001
55,AT,N,SFH,002,AT.N.SFH.03.Gen.ReEx.001.002
56,AT,N,SFH,003,AT.N.SFH.03.Gen.ReEx.001.003
57,AT,N,SFH,001,AT.N.SFH.04.Gen.ReEx.001.001
58,AT,N,SFH,002,AT.N.SFH.04.Gen.ReEx.001.002
59,AT,N,SFH,003,AT.N.SFH.04.Gen.ReEx.001.003
60,AT,N,SFH,001,AT.N.SFH.05.Gen.ReEx.001.001
61,AT,N,SFH,002,AT.N.SFH.05.Gen.ReEx.001.002
62,AT,N,SFH,003,AT.N.SFH.05.Gen.ReEx.001.003
63,AT,N,SFH,001,AT.N.SFH.06.Gen.ReEx.001.001
64,AT,N,SFH,002,AT.N.SFH.06.Gen.ReEx.001.002
65,AT,N,SFH,003,AT.N.SFH.06.Gen.ReEx.001.003
66,AT,N,SFH,001,AT.N.SFH.07.Gen.ReEx.001.001
67,AT,N,SFH,002,AT.N.SFH.07.Gen.ReEx.001.002
68,AT,N,SFH,003,AT.N.SFH.07.Gen.ReEx.001.003
69,AT,N,SFH,001,AT.N.SFH.08.Gen.ReEx.001.001
70,AT,N,SFH,002,AT.N.SFH.08.Gen.ReEx.001.002
71,AT,N,SFH,003,AT.N.SFH.08.Gen.ReEx.001.003
72,AT,N,TH,001,AT.N.TH.01.Gen.ReEx.001.001
73,AT,N,TH,002,AT.N.TH.01.Gen.ReEx.001.002
74,AT,N,TH,003,AT.N.TH.01.Gen.ReEx.001.003
75,AT,N,TH,001,AT.N.TH.02.Gen.ReEx.001.001
76,AT,N,TH,002,AT.N.TH.02.Gen.ReEx.001.002
77,AT,N,TH,003,AT.N.TH.02.Gen.ReEx.001.003
78,AT,N,TH,001,AT.N.TH.03.Gen.ReEx.001.001
79,AT,N,TH,002,AT.N.TH.03.Gen.ReEx.001.002
80,AT,N,TH,003,AT.N.TH.03.Gen.ReEx.001.003
81,AT,N,TH,001,AT.N.TH.04.Gen.ReEx.001.001
82,AT,N,TH,002,AT.N.TH.04.Gen.ReEx.001.002
83,AT,N,TH,003,AT.N.TH.04.Gen.ReEx.001.003
84,AT,N,TH,001,AT.N.TH.05.Gen.ReEx.001.001
85,AT,N,TH,002,AT.N.TH.05.Gen.ReEx.001.002
86,AT,N,TH,003,AT.N.TH.05.Gen.ReEx.001.003
87,AT,N,TH,001,AT.N.TH.06.Gen.ReEx.001.001
88,AT,N,TH,002,AT.N.TH.06.Gen.ReEx.001.002
89,AT,N,TH,003,AT.N.TH.06.Gen.ReEx.001.003
90,AT,N,TH,001,AT.N.TH.07.Gen.ReEx.001.001
91,AT,N,TH,002,AT.N.TH.07.Gen.ReEx.001.002
92,AT,N,TH,003,AT.N.TH.07.Gen.ReEx.001.003
93,AT,N,TH,001,AT.N.TH.08.Gen.ReEx.001.001
94,AT,N,TH,002,AT.N.TH.08.Gen.ReEx.001.002
95,AT,N,TH,003,AT.N.TH.08.Gen.ReEx.001.003
96,BE,N,AB,001,BE.N.AB.02.Gen.ReEx.001.001
97,BE,N,AB,002,BE.N.AB.02.Gen.ReEx.001.002
98,BE,N,AB,003,BE.N.AB.02.Gen.ReEx.001.003
99,BE,N,AB,001,BE.N.AB.03.Gen.ReEx.001.001
100,BE,N,AB,002,BE.N.AB.03.Gen.ReEx.001.002
101,BE,N,AB,003,BE.N.AB.03.Gen.ReEx.001.003
102,BE,N,AB,001,BE.N.AB.04.Gen.ReEx.001.001
103,BE,N,AB,002,BE.N.AB.04.Gen.ReEx.001.002
104,BE,N,AB,003,BE.N.AB.04.Gen.ReEx.001.003
105,BE,N,AB,001,BE.N.AB.05.Gen.ReEx.001.001
106,BE,N,AB,003,BE.N.AB.05.Gen.ReEx.001.003
107,BE,N,AB,001,BE.N.AB.06.Gen.ReEx.001.001
108,BE,N,AB,002,BE.N.AB.06.Gen.ReEx.001.002
109,BE,N,AB,003,BE.N.AB.06.Gen.ReEx.001.003
110,BE,N,MFH,001,BE.N.MFH.01.Gen.ReEx.001.001
111,BE,N,MFH,002,BE.N.MFH.01.Gen.ReEx.001.002
112,BE,N,MFH,003,BE.N.MFH.01.Gen.ReEx.001.003
113,BE,N,MFH,001,BE.N.MFH.02.Gen.ReEx.001.001
114,BE,N,MFH,002,BE.N.MFH.02.Gen.ReEx.001.002
115,BE,N,MFH,003,BE.N.MFH.02.Gen.ReEx.001.003
116,BE,N,MFH,001,BE.N.MFH.03.Gen.ReEx.001.001
117,BE,N,MFH,002,BE.N.MFH.03.Gen.ReEx.001.002
118,BE,N,MFH,003,BE.N.MFH.03.Gen.ReEx.001.003
119,BE,N,MFH,001,BE.N.MFH.04.Gen.ReEx.001.001
120,BE,N,MFH,002,BE.N.MFH.04.Gen.ReEx.001.002
121,BE,N,MFH,003,BE.N.MFH.04.Gen.ReEx.001.003
122,BE,N,MFH,001,BE.N.MFH.05.Gen.ReEx.001.001
123,BE,N,MFH,003,BE.N.MFH.05.Gen.ReEx.001.003
124,BE,N,MFH,001,BE.N.MFH.06.Gen.ReEx.001.001
125,BE,N,MFH,002,BE.N.MFH.06.Gen.ReEx.001.002
126,BE,N,MFH,003,BE.N.MFH.06.Gen.ReEx.001.003
127,BE,N,SFH,001,BE.N.SFH.01.Gen.ReEx.001.001
128,BE,N,SFH,002,BE.N.SFH.01.Gen.ReEx.001.002
129,BE,N,SFH,003,BE.N.SFH.01.Gen.ReEx.001.003
130,BE,N,SFH,001,BE.N.SFH.02.Gen.ReEx.001.001
131,BE,N,SFH,002,BE.N.SFH.02.Gen.ReEx.001.002
132,BE,N,SFH,003,BE.N.SFH.02.Gen.ReEx.001.003
133,BE,N,SFH,001,BE.N.SFH.03.Gen.ReEx.001.001
134,BE,N,SFH,002,BE.N.SFH.03.Gen.ReEx.001.002
135,BE,N,SFH,003,BE.N.SFH.03.Gen.ReEx.001.003
136,BE,N,SFH,001,BE.N.SFH.04.Gen.ReEx.001.001
137,BE,N,SFH,002,BE.N.SFH.04.Gen.ReEx.001.002
138,BE,N,SFH,003,BE.N.SFH.04.Gen.ReEx.001.003
139,BE,N,SFH,001,BE.N.SFH.05.Gen.ReEx.001.001
140,BE,N,SFH,003,BE.N.SFH.05.Gen.ReEx.001.003
141,BE,N,SFH,001,BE.N.SFH.06.Gen.ReEx.001.001
142,BE,N,SFH,002,BE.N.SFH.06.Gen.ReEx.001.002
143,BE,N,SFH,003,BE.N.SFH.06.Gen.ReEx.001.003
144,BE,N,TH,001,BE.N.TH.01.Gen.ReEx.001.001
145,BE,N,TH,002,BE.N.TH.01.Gen.ReEx.001.002
146,BE,N,TH,003,BE.N.TH.01.Gen.ReEx.001.003
147,BE,N,TH,001,BE.N.TH.02.Gen.ReEx.001.001
148,BE,N,TH,002,BE.N.TH.02.Gen.ReEx.001.002
149,BE,N,TH,003,BE.N.TH.02.Gen.ReEx.001.003
150,BE,N,TH,001,BE.N.TH.03.Gen.ReEx.001.001
151,BE,N,TH,002,BE.N.TH.03.Gen.ReEx.001.002
152,BE,N,TH,003,BE.N.TH.03.Gen.ReEx.001.003
153,BE,N,TH,001,BE.N.TH.04.Gen.ReEx.001.001
154,BE,N,TH,002,BE.N.TH.04.Gen.ReEx.001.002
155,BE,N,TH,003,BE.N.TH.04.Gen.ReEx.001.003
156,BE,N,TH,001,BE.N.TH.05.Gen.ReEx.001.001
157,BE,N,TH,003,BE.N.TH.05.Gen.ReEx.001.003
158,BE,N,TH,001,BE.N.TH.06.Gen.ReEx.001.001
159,BE,N,TH,002,BE.N.TH.06.Gen.ReEx.001.002
160,BE,N,TH,003,BE.N.TH.06.Gen.ReEx.001.003
161,BG,N,AB,001,BG.N.AB.03.Gen.ReEx.001.001
162,BG,N,AB,002,BG.N.AB.03.Gen.ReEx.001.002
163,BG,N,AB,003,BG.N.AB.03.Gen.ReEx.001.003
164,BG,N,AB,001,BG.N.AB.04.Gen.ReEx.001.001
165,BG,N,AB,002,BG.N.AB.04.Gen.ReEx.001.002
166,BG,N,AB,003,BG.N.AB.04.Gen.ReEx.001.003
167,BG,N,AB,001,BG.N.AB.05.Gen.ReEx.001.001
168,BG,N,AB,002,BG.N.AB.05.Gen.ReEx.001.002
169,BG,N,AB,003,BG.N.AB.05.Gen.ReEx.001.003
170,BG,N,AB,001,BG.N.AB.06.Gen.ReEx.001.001
171,BG,N,AB,002,BG.N.AB.06.Gen.ReEx.001.002
172,BG,N,AB,003,BG.N.AB.06.Gen.ReEx.001.003
173,BG,N,MFH,001,BG.N.MFH.01.Gen.ReEx.001.001
174,BG,N,MFH,002,BG.N.MFH.01.Gen.ReEx.001.002
175,BG,N,MFH,003,BG.N.MFH.01.Gen.ReEx.001.003
176,BG,N,MFH,001,BG.N.MFH.02.Gen.ReEx.001.001
177,BG,N,MFH,002,BG.N.MFH.02.Gen.ReEx.001.002
178,BG,N,MFH,003,BG.N.MFH.02.Gen.ReEx.001.003
179,BG,N,MFH,001,BG.N.MFH.03.Gen.ReEx.001.001
180,BG,N,MFH,002,BG.N.MFH.03.Gen.ReEx.001.002
181,BG,N,MFH,003,BG.N.MFH.03.Gen.ReEx.001.003
182,BG,N,MFH,001,BG.N.MFH.04.Gen.ReEx.001.001
183,BG,N,MFH,002,BG.N.MFH.04.Gen.ReEx.001.002
184,BG,N,MFH,003,BG.N.MFH.04.Gen.ReEx.001.003
185,BG,N,MFH,001,BG.N.MFH.05.Gen.ReEx.001.001
186,BG,N,MFH,002,BG.N.MFH.05.Gen.ReEx.001.002
187,BG,N,MFH,003,BG.N.MFH.05.Gen.ReEx.001.003
188,BG,N,MFH,001,BG.N.MFH.06.Gen.ReEx.001.001
189,BG,N,MFH,002,BG.N.MFH.06.Gen.ReEx.001.002
190,BG,N,MFH,003,BG.N.MFH.06.Gen.ReEx.001.003
191,BG,N,SFH,001,BG.N.SFH.01.Gen.ReEx.001.001
192,BG,N,SFH,002,BG.N.SFH.01.Gen.ReEx.001.002
193,BG,N,SFH,003,BG.N.SFH.01.Gen.ReEx.001.003
194,BG,N,SFH,001,BG.N.SFH.02.Gen.ReEx.001.001
195,BG,N,SFH,002,BG.N.SFH.02.Gen.ReEx.001.002
196,BG,N,SFH,003,BG.N.SFH.02.Gen.ReEx.001.003
197,BG,N,SFH,001,BG.N.SFH.03.Gen.ReEx.001.001
198,BG,N,SFH,002,BG.N.SFH.03.Gen.ReEx.001.002
199,BG,N,SFH,003,BG.N.SFH.03.Gen.ReEx.001.003
200,BG,N,SFH,001,BG.N.SFH.04.Gen.ReEx.001.001
201,BG,N,SFH,002,BG.N.SFH.04.Gen.ReEx.001.002
202,BG,N,SFH,003,BG.N.SFH.04.Gen.ReEx.001.003
203,BG,N,SFH,001,BG.N.SFH.05.Gen.ReEx.001.001
204,BG,N,SFH,002,BG.N.SFH.05.Gen.ReEx.001.002
205,BG,N,SFH,003,BG.N.SFH.05.Gen.ReEx.001.003
206,BG,N,SFH,001,BG.N.SFH.06.Gen.ReEx.001.001
207,BG,N,SFH,002,BG.N.SFH.06.Gen.ReEx.001.002
208,BG,N,SFH,003,BG.N.SFH.06.Gen.ReEx.001.003
209,BG,N,TH,001,BG.N.TH.01.Gen.ReEx.001.001
210,BG,N,TH,002,BG.N.TH.01.Gen.ReEx.001.002
211,BG,N,TH,003,BG.N.TH.01.Gen.ReEx.001.003
212,BG,N,TH,001,BG.N.TH.02.Gen.ReEx.001.001
213,BG,N,TH,002,BG.N.TH.02.Gen.ReEx.001.002
214,BG,N,TH,003,BG.N.TH.02.Gen.ReEx.001.003
215,BG,N,TH,001,BG.N.TH.04.Gen.ReEx.001.001
216,BG,N,TH,002,BG.N.TH.04.Gen.ReEx.001.002
217,BG,N,TH,003,BG.N.TH.04.Gen.ReEx.001.003
218,BG,N,TH,001,BG.N.TH.05.Gen.ReEx.001.001
219,BG,N,TH,002,BG.N.TH.05.Gen.ReEx.001.002
220,BG,N,TH,003,BG.N.TH.05.Gen.ReEx.001.003
221,BG,N,TH,001,BG.N.TH.06.Gen.ReEx.001.001
222,BG,N,TH,002,BG.N.TH.06.Gen.ReEx.001.002
223,BG,N,TH,003,BG.N.TH.06.Gen.ReEx.001.003
224,CY,N,MFH,001,CY.N.MFH.01.Gen.ReEx.001.001
225,CY,N,MFH,002,CY.N.MFH.01.Gen.ReEx.001.002
226,CY,N,MFH,003,CY.N.MFH.01.Gen.ReEx.001.003
227,CY,N,MFH,001,CY.N.MFH.02.Gen.ReEx.001.001
228,CY,N,MFH,002,CY.N.MFH.02.Gen.ReEx.001.002
229,CY,N,MFH,003,CY.N.MFH.02.Gen.ReEx.001.003
230,CY,N,MFH,001,CY.N.MFH.03.Gen.ReEx.001.001
231,CY,N,MFH,002,CY.N.MFH.03.Gen.ReEx.001.002
232,CY,N,MFH,003,CY.N.MFH.03.Gen.ReEx.001.003
233,CY,N,MFH,001,CY.N.MFH.04.Gen.ReEx.001.001
234,CY,N,MFH,002,CY.N.MFH.04.Gen.ReEx.001.002
235,CY,N,MFH,003,CY.N.MFH.04.Gen.ReEx.001.003
236,CY,N,SFH,001,CY.N.SFH.01.Gen.ReEx.001.001
237,CY,N,SFH,002,CY.N.SFH.01.Gen.ReEx.001.002
238,CY,N,SFH,003,CY.N.SFH.01.Gen.ReEx.001.003
239,CY,N,SFH,001,CY.N.SFH.02.Gen.ReEx.001.001
240,CY,N,SFH,002,CY.N.SFH.02.Gen.ReEx.001.002
241,CY,N,SFH,003,CY.N.SFH.02.Gen.ReEx.001.003
242,CY,N,SFH,001,CY.N.SFH.03.Gen.ReEx.001.001
243,CY,N,SFH,002,CY.N.SFH.03.Gen.ReEx.001.002
244,CY,N,SFH,003,CY.N.SFH.03.Gen.ReEx.001.003
245,CY,N,SFH,001,CY.N.SFH.04.Gen.ReEx.001.001
246,CY,N,SFH,002,CY.N.SFH.04.Gen.ReEx.001.002
247,CY,N,SFH,003,CY.N.SFH.04.Gen.ReEx.001.003
248,CY,N,TH,001,CY.N.TH.01.Gen.ReEx.001.001
249,CY,N,TH,002,CY.N.TH.01.Gen.ReEx.001.002
250,CY,N,TH,003,CY.N.TH.01.Gen.ReEx.001.003
251,CY,N,TH,001,CY.N.TH.02.Gen.ReEx.001.001
252,CY,N,TH,002,CY.N.TH.02.Gen.ReEx.001.002
253,CY,N,TH,003,CY.N.TH.02.Gen.ReEx.001.003
254,CY,N,TH,001,CY.N.TH.03.Gen.ReEx.001.001
255,CY,N,TH,002,CY.N.TH.03.Gen.ReEx.001.002
256,CY,N,TH,003,CY.N.TH.03.Gen.ReEx.001.003
257,CY,N,TH,001,CY.N.TH.04.Gen.ReEx.001.001
258,CY,N,TH,002,CY.N.TH.04.Gen.ReEx.001.002
259,CY,N,TH,003,CY.N.TH.04.Gen.ReEx.001.003
260,CZ,N,AB,001,CZ.N.AB.01.Gen.ReEx.001.001
261,CZ,N,AB,002,CZ.N.AB.01.Gen.ReEx.001.002
262,CZ,N,AB,003,CZ.N.AB.01.Gen.ReEx.001.003
263,CZ,N,AB,001,CZ.N.AB.02.Gen.ReEx.001.001
264,CZ,N,AB,002,CZ.N.AB.02.Gen.ReEx.001.002
265,CZ,N,AB,003,CZ.N.AB.02.Gen.ReEx.001.003
266,CZ,N,AB,001,CZ.N.AB.03.Gen.ReEx.001.001
267,CZ,N,AB,002,CZ.N.AB.03.Gen.ReEx.001.002
268,CZ,N,AB,003,CZ.N.AB.03.Gen.ReEx.001.003
269,CZ,N,AB,001,CZ.N.AB.04.Gen.ReEx.001.001
270,CZ,N,AB,002,CZ.N.AB.04.Gen.ReEx.001.002
271,CZ,N,AB,003,CZ.N.AB.04.Gen.ReEx.001.003
272,CZ,N,AB,001,CZ.N.AB.05.Gen.ReEx.001.001
273,CZ,N,AB,002,CZ.N.AB.05.Gen.ReEx.001.002
274,CZ,N,AB,003,CZ.N.AB.05.Gen.ReEx.001.003
275,CZ,N,AB,001,CZ.N.AB.06.Gen.ReEx.001.001
276,CZ,N,AB,002,CZ.N.AB.06.Gen.ReEx.001.002
277,CZ,N,AB,003,CZ.N.AB.06.Gen.ReEx.001.003
278,CZ,N,MFH,001,CZ.N.MFH.01.Gen.ReEx.001.001
279,CZ,N,MFH,002,CZ.N.MFH.01.Gen.ReEx.001.002
280,CZ,N,MFH,003,CZ.N.MFH.01.Gen.ReEx.001.003
281,CZ,N,MFH,001,CZ.N.MFH.02.Gen.ReEx.001.001
282,CZ,N,MFH,002,CZ.N.MFH.02.Gen.ReEx.001.002
283,CZ,N,MFH,003,CZ.N.MFH.02.Gen.ReEx.001.003
284,CZ,N,MFH,001,CZ.N.MFH.03.Gen.ReEx.001.001
285,CZ,N,MFH,002,CZ.N.MFH.03.Gen.ReEx.001.002
286,CZ,N,MFH,003,CZ.N.MFH.03.Gen.ReEx.001.003
287,CZ,N,MFH,001,CZ.N.MFH.04.Gen.ReEx.001.001
288,CZ,N,MFH,002,CZ.N.MFH.04.Gen.ReEx.001.002
289,CZ,N,MFH,003,CZ.N.MFH.04.Gen.ReEx.001.003
290,CZ,N,MFH,001,CZ.N.MFH.05.Gen.ReEx.001.001
291,CZ,N,MFH,002,CZ.N.MFH.05.Gen.ReEx.001.002
292,CZ,N,MFH,003,CZ.N.MFH.05.Gen.ReEx.001.003
293,CZ,N,MFH,001,CZ.N.MFH.06.Gen.ReEx.001.001
294,CZ,N,MFH,002,CZ.N.MFH.06.Gen.ReEx.001.002
295,CZ,N,MFH,003,CZ.N.MFH.06.Gen.ReEx.001.003
296,CZ,N,MFH,001,CZ.N.MFH.07.Gen.ReEx.001.001
297,CZ,N,MFH,002,CZ.N.MFH.07.Gen.ReEx.001.002
298,CZ,N,MFH,003,CZ.N.MFH.07.Gen.ReEx.001.003
299,CZ,N,SFH,001,CZ.N.SFH.01.Gen.ReEx.001.001
300,CZ,N,SFH,002,CZ.N.SFH.01.Gen.ReEx.001.002
301,CZ,N,SFH,003,CZ.N.SFH.01.Gen.ReEx.001.003
302,CZ,N,SFH,001,CZ.N.SFH.02.Gen.ReEx.001.001
303,CZ,N,SFH,002,CZ.N.SFH.02.Gen.ReEx.001.002
304,CZ,N,SFH,003,CZ.N.SFH.02.Gen.ReEx.001.003
305,CZ,N,SFH,001,CZ.N.SFH.03.Gen.ReEx.001.001
306,CZ,N,SFH,002,CZ.N.SFH.03.Gen.ReEx.001.002
307,CZ,N,SFH,003,CZ.N.SFH.03.Gen.ReEx.001.003
308,CZ,N,SFH,001,CZ.N.SFH.04.Gen.ReEx.001.001
309,CZ,N,SFH,002,CZ.N.SFH.04.Gen.ReEx.001.002
310,CZ,N,SFH,003,CZ.N.SFH.04.Gen.ReEx.001.003
311,CZ,N,SFH,001,CZ.N.SFH.05.Gen.ReEx.001.001
312,CZ,N,SFH,002,CZ.N.SFH.05.Gen.ReEx.001.002
313,CZ,N,SFH,003,CZ.N.SFH.05.Gen.ReEx.001.003
314,CZ,N,SFH,001,CZ.N.SFH.06.Gen.ReEx.001.001
315,CZ,N,SFH,002,CZ.N.SFH.06.Gen.ReEx.001.002
316,CZ,N,SFH,003,CZ.N.SFH.06.Gen.ReEx.001.003
317,CZ,N,SFH,001,CZ.N.SFH.07.Gen.ReEx.001.001
318,CZ,N,SFH,002,CZ.N.SFH.07.Gen.ReEx.001.002
319,CZ,N,SFH,003,CZ.N.SFH.07.Gen.ReEx.001.003
320,CZ,N,TH,001,CZ.N.TH.01.Gen.ReEx.001.001
321,CZ,N,TH,002,CZ.N.TH.01.Gen.ReEx.001.002
322,CZ,N,TH,003,CZ.N.TH.01.Gen.ReEx.001.003
323,CZ,N,TH,001,CZ.N.TH.02.Gen.ReEx.001.001
324,CZ,N,TH,002,CZ.N.TH.02.Gen.ReEx.001.002
325,CZ,N,TH,003,CZ.N.TH.02.Gen.ReEx.001.003
326,CZ,N,TH,001,CZ.N.TH.03.Gen.ReEx.001.001
327,CZ,N,TH,002,CZ.N.TH.03.Gen.ReEx.001.002
328,CZ,N,TH,003,CZ.N.TH.03.Gen.ReEx.001.003
329,CZ,N,TH,001,CZ.N.TH.04.Gen.ReEx.001.001
330,CZ,N,TH,002,CZ.N.TH.04.Gen.ReEx.001.002
331,CZ,N,TH,003,CZ.N.TH.04.Gen.ReEx.001.003
332,CZ,N,TH,001,CZ.N.TH.05.Gen.ReEx.001.001
333,CZ,N,TH,002,CZ.N.TH.05.Gen.ReEx.001.002
334,CZ,N,TH,003,CZ.N.TH.05.Gen.ReEx.001.003
335,CZ,N,TH,001,CZ.N.TH.06.Gen.ReEx.001.001
336,CZ,N,TH,002,CZ.N.TH.06.Gen.ReEx.001.002
337,CZ,N,TH,003,CZ.N.TH.06.Gen.ReEx.001.003
338,CZ,N,TH,001,CZ.N.TH.07.Gen.ReEx.001.001
