,Country,Climate,HouseType,RennovationDegree,Number
339,CZ,N,TH,002,CZ.N.TH.07.Gen.ReEx.001.002
340,CZ,N,TH,003,CZ.N.TH.07.Gen.ReEx.001.003
341,DE,N,AB,001,DE.N.AB.02.Gen.ReEx.001.001
342,DE,N,AB,002,DE.N.AB.02.Gen.ReEx.001.002
343,DE,N,AB,003,DE.N.AB.02.Gen.ReEx.001.003
344,DE,N,AB,001,DE.N.AB.03.Gen.ReEx.001.001
345,DE,N,AB,002,DE.N.AB.03.Gen.ReEx.001.002
346,DE,N,AB,003,DE.N.AB.03.Gen.ReEx.001.003
347,DE,N,AB,001,DE.N.AB.04.Gen.ReEx.001.001
348,DE,N,AB,002,DE.N.AB.04.Gen.ReEx.001.002
349,DE,N,AB,003,DE.N.AB.04.Gen.ReEx.001.003
350,DE,N,AB,001,DE.N.AB.05.Gen.ReEx.001.001
351,DE,N,AB,002,DE.N.AB.05.Gen.ReEx.001.002
352,DE,N,AB,003,DE.N.AB.05.Gen.ReEx.001.003
353,DE,N,AB,001,DE.N.AB.06.Gen.ReEx.001.001
354,DE,N,AB,002,DE.N.AB.06.Gen.ReEx.001.002
355,DE,N,AB,003,DE.N.AB.06.Gen.ReEx.001.003
356,DE,N,MFH,001,DE.N.MFH.01.Gen.ReEx.001.001
357,DE,N,MFH,002,DE.N.MFH.01.Gen.ReEx.001.002
358,DE,N,MFH,003,DE.N.MFH.01.Gen.ReEx.001.003
359,DE,N,MFH,001,DE.N.MFH.02.Gen.ReEx.001.001
360,DE,N,MFH,002,DE.N.MFH.02.Gen.ReEx.001.002
361,DE,N,MFH,003,DE.N.MFH.02.Gen.ReEx.001.003
362,DE,N,MFH,001,DE.N.MFH.03.Gen.ReEx.001.001
363,DE,N,MFH,002,DE.N.MFH.03.Gen.ReEx.001.002
364,DE,N,MFH,003,DE.N.MFH.03.Gen.ReEx.001.003
365,DE,N,MFH,001,DE.N.MFH.04.Gen.ReEx.001.001
366,DE,N,MFH,002,DE.N.MFH.04.Gen.ReEx.001.002
367,DE,N,MFH,003,DE.N.MFH.04.Gen.ReEx.001.003
368,DE,N,MFH,001,DE.N.MFH.05.Gen.ReEx.001.001
369,DE,N,MFH,002,DE.N.MFH.05.Gen.ReEx.001.002
370,DE,N,MFH,003,DE.N.MFH.05.Gen.ReEx.001.003
371,DE,N,MFH,001,DE.N.MFH.06.Gen.ReEx.001.001
372,DE,N,MFH,002,DE.N.MFH.06.Gen.ReEx.001.002
373,DE,N,MFH,003,DE.N.MFH.06.Gen.ReEx.001.003
374,DE,N,MFH,001,DE.N.MFH.07.Gen.ReEx.001.001
375,DE,N,MFH,002,DE.N.MFH.07.Gen.ReEx.001.002
376,DE,N,MFH,003,DE.N.MFH.07.Gen.ReEx.001.003
377,DE,N,MFH,001,DE.N.MFH.08.Gen.ReEx.001.001
378,DE,N,MFH,002,DE.N.MFH.08.Gen.ReEx.001.002
379,DE,N,MFH,003,DE.N.MFH.08.Gen.ReEx.001.003
380,DE,N,MFH,001,DE.N.MFH.09.Gen.ReEx.001.001
381,DE,N,MFH,002,DE.N.MFH.09.Gen.ReEx.001.002
382,DE,N,MFH,003,DE.N.MFH.09.Gen.ReEx.001.003
383,DE,N,MFH,001,DE.N.MFH.10.Gen.ReEx.001.001
384,DE,N,MFH,002,DE.N.MFH.10.Gen.ReEx.001.002
385,DE,N,MFH,003,DE.N.MFH.10.Gen.ReEx.001.003
386,DE,N,MFH,001,DE.N.MFH.11.Gen.ReEx.001.001
387,DE,N,MFH,002,DE.N.MFH.11.Gen.ReEx.001.002
388,DE,N,MFH,003,DE.N.MFH.11.Gen.ReEx.001.003
389,DE,N,MFH,001,DE.N.MFH.12.Gen.ReEx.001.001
390,DE,N,MFH,002,DE.N.MFH.12.Gen.ReEx.001.002
391,DE,N,MFH,003,DE.N.MFH.12.Gen.ReEx.001.003
392,DE,N,SFH,001,DE.N.SFH.01.Gen.ReEx.001.001
393,DE,N,SFH,002,DE.N.SFH.01.Gen.ReEx.001.002
394,DE,N,SFH,003,DE.N.SFH.01.Gen.ReEx.001.003
395,DE,N,SFH,001,DE.N.SFH.02.Gen.ReEx.001.001
396,DE,N,SFH,002,DE.N.SFH.02.Gen.ReEx.001.002
397,DE,N,SFH,003,DE.N.SFH.02.Gen.ReEx.001.003
398,DE,N,SFH,001,DE.N.SFH.03.Gen.ReEx.001.001
399,DE,N,SFH,002,DE.N.SFH.03.Gen.ReEx.001.002
400,DE,N,SFH,003,DE.N.SFH.03.Gen.ReEx.001.003
401,DE,N,SFH,001,DE.N.SFH.04.Gen.ReEx.001.001
402,DE,N,SFH,002,DE.N.SFH.04.Gen.ReEx.001.002
403,DE,N,SFH,003,DE.N.SFH.04.Gen.ReEx.001.003
404,DE,N,SFH,001,DE.N.SFH.05.Gen.ReEx.001.001
405,DE,N,SFH,002,DE.N.SFH.05.Gen.ReEx.001.002
406,DE,N,SFH,003,DE.N.SFH.05.Gen.ReEx.001.003
407,DE,N,SFH,001,DE.N.SFH.06.Gen.ReEx.001.001
408,DE,N,SFH,002,DE.N.SFH.06.Gen.ReEx.001.002
409,DE,N,SFH,003,DE.N.SFH.06.Gen.ReEx.001.003
410,DE,N,SFH,001,DE.N.SFH.07.Gen.ReEx.001.001
411,DE,N,SFH,002,DE.N.SFH.07.Gen.ReEx.001.002
412,DE,N,SFH,003,DE.N.SFH.07.Gen.ReEx.001.003
413,DE,N,SFH,001,DE.N.SFH.08.Gen.ReEx.001.001
414,DE,N,SFH,002,DE.N.SFH.08.Gen.ReEx.001.002
415,DE,N,SFH,003,DE.N.SFH.08.Gen.ReEx.001.003
416,DE,N,SFH,001,DE.N.SFH.09.Gen.ReEx.001.001
417,DE,N,SFH,002,DE.N.SFH.09.Gen.ReEx.001.002
418,DE,N,SFH,003,DE.N.SFH.09.Gen.ReEx.001.003
419,DE,N,SFH,001,DE.N.SFH.10.Gen.ReEx.001.001
420,DE,N,SFH,002,DE.N.SFH.10.Gen.ReEx.001.002
421,DE,N,SFH,003,DE.N.SFH.10.Gen.ReEx.001.003
422,DE,N,SFH,001,DE.N.SFH.11.Gen.ReEx.001.001
423,DE,N,SFH,002,DE.N.SFH.11.Gen.ReEx.001.002
424,DE,N,SFH,003,DE.N.SFH.11.Gen.ReEx.001.003
425,DE,N,SFH,001,DE.N.SFH.12.Gen.ReEx.001.001
426,DE,N,SFH,002,DE.N.SFH.12.Gen.ReEx.001.002
427,DE,N,SFH,003,DE.N.SFH.12.Gen.ReEx.001.003
428,DE,N,TH,001,DE.N.TH.02.Gen.ReEx.001.001
429,DE,N,TH,002,DE.N.TH.02.Gen.ReEx.001.002
430,DE,N,TH,003,DE.N.TH.02.Gen.ReEx.001.003
431,DE,N,TH,001,DE.N.TH.03.Gen.ReEx.001.001
432,DE,N,TH,002,DE.N.TH.03.Gen.ReEx.001.002
433,DE,N,TH,003,DE.N.TH.03.Gen.ReEx.001.003
434,DE,N,TH,001,DE.N.TH.04.Gen.ReEx.001.001
435,DE,N,TH,002,DE.N.TH.04.Gen.ReEx.001.002
436,DE,N,TH,003,DE.N.TH.04.Gen.ReEx.001.003
437,DE,N,TH,001,DE.N.TH.05.Gen.ReEx.001.001
438,DE,N,TH,002,DE.N.TH.05.Gen.ReEx.001.002
439,DE,N,TH,003,DE.N.TH.05.Gen.ReEx.001.003
440,DE,N,TH,001,DE.N.TH.06.Gen.ReEx.001.001
441,DE,N,TH,002,DE.N.TH.06.Gen.ReEx.001.002
442,DE,N,TH,003,DE.N.TH.06.Gen.ReEx.001.003
443,DE,N,TH,001,DE.N.TH.07.Gen.ReEx.001.001
444,DE,N,TH,002,DE.N.TH.07.Gen.ReEx.001.002
445,DE,N,TH,003,DE.N.TH.07.Gen.ReEx.001.003
446,DE,N,TH,001,DE.N.TH.08.Gen.ReEx.001.001
447,DE,N,TH,002,DE.N.TH.08.Gen.ReEx.001.002
448,DE,N,TH,003,DE.N.TH.08.Gen.ReEx.001.003
449,DE,N,TH,003,DE.N.TH.08.Gen.ReEx.002.003
450,DE,N,TH,001,DE.N.TH.09.Gen.ReEx.001.001
451,DE,N,TH,002,DE.N.TH.09.Gen.ReEx.001.002
452,DE,N,TH,003,DE.N.TH.09.Gen.ReEx.001.003
453,DE,N,TH,001,DE.N.TH.10.Gen.ReEx.001.001
454,DE,N,TH,002,DE.N.TH.10.Gen.ReEx.001.002
455,DE,N,TH,003,DE.N.TH.10.Gen.ReEx.001.003
456,DE,N,TH,001,DE.N.TH.11.Gen.ReEx.001.001
457,DE,N,TH,002,DE.N.TH.11.Gen.ReEx.001.002
458,DE,N,TH,003,DE.N.TH.11.Gen.ReEx.001.003
459,DE,N,TH,001,DE.N.TH.12.Gen.ReEx.001.001
460,DE,N,TH,002,DE.N.TH.12.Gen.ReEx.001.002
461,DE,N,TH,003,DE.N.TH.12.Gen.ReEx.001.003
462,DK,N,AB,001,DK.N.AB.01.Gen.ReEx.001.001
463,DK,N,AB,002,DK.N.AB.01.Gen.ReEx.001.002
464,DK,N,AB,003,DK.N.AB.01.Gen.ReEx.001.003
465,DK,N,AB,001,DK.N.AB.02.Gen.ReEx.001.001
466,DK,N,AB,002,DK.N.AB.02.Gen.ReEx.001.002
467,DK,N,AB,003,DK.N.AB.02.Gen.ReEx.001.003
468,DK,N,AB,001,DK.N.AB.03.Gen.ReEx.001.001
469,DK,N,AB,002,DK.N.AB.03.Gen.ReEx.001.002
470,DK,N,AB,003,DK.N.AB.03.Gen.ReEx.001.003
471,DK,N,AB,001,DK.N.AB.04.Gen.ReEx.001.001
472,DK,N,AB,002,DK.N.AB.04.Gen.ReEx.001.002
473,DK,N,AB,003,DK.N.AB.04.Gen.ReEx.001.003
474,DK,N,AB,001,DK.N.AB.05.Gen.ReEx.001.001
475,DK,N,AB,002,DK.N.AB.05.Gen.ReEx.001.002
476,DK,N,AB,003,DK.N.AB.05.Gen.ReEx.001.003
477,DK,N,AB,001,DK.N.AB.06.Gen.ReEx.001.001
478,DK,N,AB,002,DK.N.AB.06.Gen.ReEx.001.002
479,DK,N,AB,003,DK.N.AB.06.Gen.ReEx.001.003
480,DK,N,AB,001,DK.N.AB.07.Gen.ReEx.001.001
481,DK,N,AB,002,DK.N.AB.07.Gen.ReEx.001.002
482,DK,N,AB,003,DK.N.AB.07.Gen.ReEx.001.003
483,DK,N,AB,001,DK.N.AB.08.Gen.ReEx.001.001
484,DK,N,AB,002,DK.N.AB.08.Gen.ReEx.001.002
485,DK,N,AB,003,DK.N.AB.08.Gen.ReEx.001.003
486,DK,N,AB,001,DK.N.AB.09.Gen.ReEx.001.001
487,DK,N,AB,002,DK.N.AB.09.Gen.ReEx.001.002
488,DK,N,AB,003,DK.N.AB.09.Gen.ReEx.001.003
489,DK,N,AB,001,DK.N.AB.10.Gen.ReEx.001.001
490,DK,N,AB,002,DK.N.AB.10.Gen.ReEx.001.002
491,DK,N,AB,003,DK.N.AB.10.Gen.ReEx.001.003
492,DK,N,SFH,001,DK.N.SFH.01.Gen.ReEx.001.001
493,DK,N,SFH,002,DK.N.SFH.01.Gen.ReEx.001.002
494,DK,N,SFH,003,DK.N.SFH.01.Gen.ReEx.001.003
495,DK,N,SFH,001,DK.N.SFH.02.Gen.ReEx.001.001
496,DK,N,SFH,002,DK.N.SFH.02.Gen.ReEx.001.002
497,DK,N,SFH,003,DK.N.SFH.02.Gen.ReEx.001.003
498,DK,N,SFH,001,DK.N.SFH.03.Gen.ReEx.001.001
499,DK,N,SFH,002,DK.N.SFH.03.Gen.ReEx.001.002
500,DK,N,SFH,003,DK.N.SFH.03.Gen.ReEx.001.003
501,DK,N,SFH,001,DK.N.SFH.04.Gen.ReEx.001.001
502,DK,N,SFH,002,DK.N.SFH.04.Gen.ReEx.001.002
503,DK,N,SFH,003,DK.N.SFH.04.Gen.ReEx.001.003
504,DK,N,SFH,001,DK.N.SFH.05.Gen.ReEx.001.001
505,DK,N,SFH,002,DK.N.SFH.05.Gen.ReEx.001.002
506,DK,N,SFH,003,DK.N.SFH.05.Gen.ReEx.001.003
507,DK,N,SFH,001,DK.N.SFH.06.Gen.ReEx.001.001
508,DK,N,SFH,002,DK.N.SFH.06.Gen.ReEx.001.002
509,DK,N,SFH,003,DK.N.SFH.06.Gen.ReEx.001.003
510,DK,N,SFH,001,DK.N.SFH.07.Gen.ReEx.001.001
511,DK,N,SFH,002,DK.N.SFH.07.Gen.ReEx.001.002
512,DK,N,SFH,003,DK.N.SFH.07.Gen.ReEx.001.003
513,DK,N,SFH,001,DK.N.SFH.08.Gen.ReEx.001.001
514,DK,N,SFH,002,DK.N.SFH.08.Gen.ReEx.001.002
515,DK,N,SFH,003,DK.N.SFH.08.Gen.ReEx.001.003
516,DK,N,SFH,001,DK.N.SFH.09.Gen.ReEx.001.001
517,DK,N,SFH,002,DK.N.SFH.09.Gen.ReEx.001.002
518,DK,N,SFH,003,DK.N.SFH.09.Gen.ReEx.001.003
519,DK,N,SFH,001,DK.N.SFH.10.Gen.ReEx.001.001
520,DK,N,SFH,002,DK.N.SFH.10.Gen.ReEx.001.002
521,DK,N,SFH,003,DK.N.SFH.10.Gen.ReEx.001.003
522,DK,N,TH,001,DK.N.TH.01.Gen.ReEx.001.001
523,DK,N,TH,002,DK.N.TH.01.Gen.ReEx.001.002
524,DK,N,TH,003,DK.N.TH.01.Gen.ReEx.001.003
525,DK,N,TH,001,DK.N.TH.02.Gen.ReEx.001.001
526,DK,N,TH,002,DK.N.TH.02.Gen.ReEx.001.002
527,DK,N,TH,003,DK.N.TH.02.Gen.ReEx.001.003
528,DK,N,TH,001,DK.N.TH.03.Gen.ReEx.001.001
529,DK,N,TH,002,DK.N.TH.03.Gen.ReEx.001.002
530,DK,N,TH,003,DK.N.TH.03.Gen.ReEx.001.003
531,DK,N,TH,001,DK.N.TH.04.Gen.ReEx.001.001
532,DK,N,TH,002,DK.N.TH.04.Gen.ReEx.001.002
533,DK,N,TH,003,DK.N.TH.04.Gen.ReEx.001.003
534,DK,N,TH,001,DK.N.TH.05.Gen.ReEx.001.001
535,DK,N,TH,002,DK.N.TH.05.Gen.ReEx.001.002
536,DK,N,TH,003,DK.N.TH.05.Gen.ReEx.001.003
537,DK,N,TH,001,DK.N.TH.06.Gen.ReEx.001.001
538,DK,N,TH,002,DK.N.TH.06.Gen.ReEx.001.002
539,DK,N,TH,003,DK.N.TH.06.Gen.ReEx.001.003
540,DK,N,TH,001,DK.N.TH.07.Gen.ReEx.001.001
541,DK,N,TH,002,DK.N.TH.07.Gen.ReEx.001.002
542,DK,N,TH,003,DK.N.TH.07.Gen.ReEx.001.003
543,DK,N,TH,001,DK.N.TH.08.Gen.ReEx.001.001
544,DK,N,TH,002,DK.N.TH.08.Gen.ReEx.001.002
545,DK,N,TH,003,DK.N.TH.08.Gen.ReEx.001.003
546,DK,N,TH,001,DK.N.TH.09.Gen.ReEx.001.001
547,DK,N,TH,002,DK.N.TH.09.Gen.ReEx.001.002
548,DK,N,TH,003,DK.N.TH.09.Gen.ReEx.001.003
549,DK,N,TH,001,DK.N.TH.10.Gen.ReEx.001.001
550,DK,N,TH,002,DK.N.TH.10.Gen.ReEx.001.002
551,DK,N,TH,003,DK.N.TH.10.Gen.ReEx.001.003
552,ES,ME,AB,001,ES.ME.AB.01.Gen.ReEx.001.001
553,ES,ME,AB,002,ES.ME.AB.01.Gen.ReEx.001.002
554,ES,ME,AB,003,ES.ME.AB.01.Gen.ReEx.001.003
555,ES,ME,AB,001,ES.ME.AB.02.Gen.ReEx.001.001
556,ES,ME,AB,002,ES.ME.AB.02.Gen.ReEx.001.002
557,ES,ME,AB,003,ES.ME.AB.02.Gen.ReEx.001.003
558,ES,ME,AB,001,ES.ME.AB.03.Gen.ReEx.001.001
559,ES,ME,AB,002,ES.ME.AB.03.Gen.ReEx.001.002
560,ES,ME,AB,003,ES.ME.AB.03.Gen.ReEx.001.003
561,ES,ME,AB,001,ES.ME.AB.04.Gen.ReEx.001.001
562,ES,ME,AB,002,ES.ME.AB.04.Gen.ReEx.001.002
563,ES,ME,AB,003,ES.ME.AB.04.Gen.ReEx.001.003
564,ES,ME,AB,001,ES.ME.AB.05.Gen.ReEx.001.001
565,ES,ME,AB,002,ES.ME.AB.05.Gen.ReEx.001.002
566,ES,ME,AB,003,ES.ME.AB.05.Gen.ReEx.001.003
567,ES,ME,AB,001,ES.ME.AB.06.Gen.ReEx.001.001
568,ES,ME,AB,002,ES.ME.AB.06.Gen.ReEx.001.002
569,ES,ME,AB,003,ES.ME.AB.06.Gen.ReEx.001.003
570,ES,ME,MFH,001,ES.ME.MFH.01.Gen.ReEx.001.001
571,ES,ME,MFH,002,ES.ME.MFH.01.Gen.ReEx.001.002
572,ES,ME,MFH,003,ES.ME.MFH.01.Gen.ReEx.001.003
573,ES,ME,MFH,001,ES.ME.MFH.02.Gen.ReEx.001.001
574,ES,ME,MFH,002,ES.ME.MFH.02.Gen.ReEx.001.002
575,ES,ME,MFH,003,ES.ME.MFH.02.Gen.ReEx.001.003
576,ES,ME,MFH,001,ES.ME.MFH.03.Gen.ReEx.001.001
577,ES,ME,MFH,002,ES.ME.MFH.03.Gen.ReEx.001.002
578,ES,ME,MFH,003,ES.ME.MFH.03.Gen.ReEx.001.003
579,ES,ME,MFH,001,ES.ME.MFH.04.Gen.ReEx.001.001
580,ES,ME,MFH,002,ES.ME.MFH.04.Gen.ReEx.001.002
581,ES,ME,MFH,003,ES.ME.MFH.04.Gen.ReEx.001.003
582,ES,ME,MFH,001,ES.ME.MFH.05.Gen.ReEx.001.001
583,ES,ME,MFH,002,ES.ME.MFH.05.Gen.ReEx.001.002
584,ES,ME,MFH,003,ES.ME.MFH.05.Gen.ReEx.001.003
585,ES,ME,MFH,001,ES.ME.MFH.06.Gen.ReEx.001.001
586,ES,ME,MFH,002,ES.ME.MFH.06.Gen.ReEx.001.002
587,ES,ME,MFH,003,ES.ME.MFH.06.Gen.ReEx.001.003
588,ES,ME,SFH,001,ES.ME.SFH.01.Gen.ReEx.001.001
589,ES,ME,SFH,002,ES.ME.SFH.01.Gen.ReEx.001.002
590,ES,ME,SFH,003,ES.ME.SFH.01.Gen.ReEx.001.003
591,ES,ME,SFH,001,ES.ME.SFH.02.Gen.ReEx.001.001
592,ES,ME,SFH,002,ES.ME.SFH.02.Gen.ReEx.001.002
593,ES,ME,SFH,003,ES.ME.SFH.02.Gen.ReEx.001.003
594,ES,ME,SFH,001,ES.ME.SFH.03.Gen.ReEx.001.001
595,ES,ME,SFH,002,ES.ME.SFH.03.Gen.ReEx.001.002
596,ES,ME,SFH,003,ES.ME.SFH.03.Gen.ReEx.001.003
597,ES,ME,SFH,001,ES.ME.SFH.04.Gen.ReEx.001.001
598,ES,ME,SFH,002,ES.ME.SFH.04.Gen.ReEx.001.002
599,ES,ME,SFH,003,ES.ME.SFH.04.Gen.ReEx.001.003
600,ES,ME,SFH,001,ES.ME.SFH.05.Gen.ReEx.001.001
601,ES,ME,SFH,002,ES.ME.SFH.05.Gen.ReEx.001.002
602,ES,ME,SFH,003,ES.ME.SFH.05.Gen.ReEx.001.003
603,ES,ME,SFH,001,ES.ME.SFH.06.Gen.ReEx.001.001
604,ES,ME,SFH,002,ES.ME.SFH.06.Gen.ReEx.001.002
605,ES,ME,SFH,003,ES.ME.SFH.06.Gen.ReEx.001.003
606,ES,ME,TH,001,ES.ME.TH.01.Gen.ReEx.001.001
607,ES,ME,TH,002,ES.ME.TH.01.Gen.ReEx.001.002
608,ES,ME,TH,003,ES.ME.TH.01.Gen.ReEx.001.003
609,ES,ME,TH,001,ES.ME.TH.02.Gen.ReEx.001.001
610,ES,ME,TH,002,ES.ME.TH.02.Gen.ReEx.001.002
611,ES,ME,TH,003,ES.ME.TH.02.Gen.ReEx.001.003
612,ES,ME,TH,001,ES.ME.TH.03.Gen.ReEx.001.001
613,ES,ME,TH,002,ES.ME.TH.03.Gen.ReEx.001.002
614,ES,ME,TH,003,ES.ME.TH.03.Gen.ReEx.001.003
615,ES,ME,TH,001,ES.ME.TH.04.Gen.ReEx.001.001
616,ES,ME,TH,002,ES.ME.TH.04.Gen.ReEx.001.002
617,ES,ME,TH,003,ES.ME.TH.04.Gen.ReEx.001.003
618,ES,ME,TH,001,ES.ME.TH.05.Gen.ReEx.001.001
619,ES,ME,TH,002,ES.ME.TH.05.Gen.ReEx.001.002
620,ES,ME,TH,003,ES.ME.TH.05.Gen.ReEx.001.003
621,ES,ME,TH,001,ES.ME.TH.06.Gen.ReEx.001.001
622,ES,ME,TH,002,ES.ME.TH.06.Gen.ReEx.001.002
623,ES,ME,TH,003,ES.ME.TH.06.Gen.ReEx.001.003
624,FR,N,AB,001,FR.N.AB.01.Gen.ReEx.001.001
625,FR,N,AB,002,FR.N.AB.01.Gen.ReEx.001.002
626,FR,N,AB,003,FR.N.AB.01.Gen.ReEx.001.003
627,FR,N,AB,001,FR.N.AB.02.Gen.ReEx.001.001
628,FR,N,AB,002,FR.N.AB.02.Gen.ReEx.001.002
629,FR,N,AB,003,FR.N.AB.02.Gen.ReEx.001.003
630,FR,N,AB,001,FR.N.AB.03.Gen.ReEx.001.001
631,FR,N,AB,002,FR.N.AB.03.Gen.ReEx.001.002
632,FR,N,AB,003,FR.N.AB.03.Gen.ReEx.001.003
633,FR,N,AB,001,FR.N.AB.04.Gen.ReEx.001.001
634,FR,N,AB,002,FR.N.AB.04.Gen.ReEx.001.002
635,FR,N,AB,003,FR.N.AB.04.Gen.ReEx.001.003
636,FR,N,AB,001,FR.N.AB.05.Gen.ReEx.001.001
637,FR,N,AB,002,FR.N.AB.05.Gen.ReEx.001.002
638,FR,N,AB,003,FR.N.AB.05.Gen.ReEx.001.003
639,FR,N,AB,001,FR.N.AB.06.Gen.ReEx.001.001
640,FR,N,AB,002,FR.N.AB.06.Gen.ReEx.001.002
641,FR,N,AB,003,FR.N.AB.06.Gen.ReEx.001.003
642,FR,N,AB,001,FR.N.AB.07.Gen.ReEx.001.001
643,FR,N,AB,002,FR.N.AB.07.Gen.ReEx.001.002
644,FR,N,AB,003,FR.N.AB.07.Gen.ReEx.001.003
645,FR,N,AB,001,FR.N.AB.08.Gen.ReEx.001.001
646,FR,N,AB,002,FR.N.AB.08.Gen.ReEx.001.002
647,FR,N,AB,003,FR.N.AB.08.Gen.ReEx.001.003
648,FR,N,AB,001,FR.N.AB.09.Gen.ReEx.001.001
649,FR,N,AB,002,FR.N.AB.09.Gen.ReEx.001.002
650,FR,N,AB,003,FR.N.AB.09.Gen.ReEx.001.003
651,FR,N,AB,001,FR.N.AB.10.Gen.ReEx.001.001
652,FR,N,AB,002,FR.N.AB.10.Gen.ReEx.001.002
653,FR,N,AB,003,FR.N.AB.10.Gen.ReEx.001.003
654,FR,N,MFH,001,FR.N.MFH.01.Gen.ReEx.001.001
655,FR,N,MFH,002,FR.N.MFH.01.Gen.ReEx.001.002
656,FR,N,MFH,003,FR.N.MFH.01.Gen.ReEx.001.003
657,FR,N,MFH,001,FR.N.MFH.02.Gen.ReEx.001.001
658,FR,N,MFH,002,FR.N.MFH.02.Gen.ReEx.001.002
659,FR,N,MFH,003,FR.N.MFH.02.Gen.ReEx.001.003
660,FR,N,MFH,001,FR.N.MFH.03.Gen.ReEx.001.001
661,FR,N,MFH,002,FR.N.MFH.03.Gen.ReEx.001.002
662,FR,N,MFH,003,FR.N.MFH.03.Gen.ReEx.001.003
663,FR,N,MFH,001,FR.N.MFH.04.Gen.ReEx.001.001
664,FR,N,MFH,002,FR.N.MFH.04.Gen.ReEx.001.002
665,FR,N,MFH,003,FR.N.MFH.04.Gen.ReEx.001.003
666,FR,N,MFH,001,FR.N.MFH.05.Gen.ReEx.001.001
667,FR,N,MFH,002,FR.N.MFH.05.Gen.ReEx.001.002
668,FR,N,MFH,003,FR.N.MFH.05.Gen.ReEx.001.003
669,FR,N,MFH,001,FR.N.MFH.06.Gen.ReEx.001.001
670,FR,N,MFH,002,FR.N.MFH.06.Gen.ReEx.001.002
671,FR,N,MFH,003,FR.N.MFH.06.Gen.ReEx.001.003
672,FR,N,MFH,001,FR.N.MFH.07.Gen.ReEx.001.001
673,FR,N,MFH,002,FR.N.MFH.07.Gen.ReEx.001.002
674,FR,N,MFH,003,FR.N.MFH.07.Gen.ReEx.001.003
